media_type,media_series,creation_category,date,time_start,time_end,duration,media_title,video_type,video_subtype
Video Games,GTA Series,Writing Script,12/5/2023,2:52:00 PM,3:09:00 PM,17,Grand Theft Auto V,Review,Franklins Intro
Video Games,The Witcher Series,Pictures,12/5/2023,3:10:00 PM,3:14:00 PM,4,The Witcher 3,Review,Wild at Heart
Video Games,The Witcher Series,Pictures,12/5/2023,3:14:00 PM,3:18:00 PM,4,The Witcher 3,Review,Wandering in the Dark
Video Games,GTA Series,Writing Script,12/5/2023,3:38:00 PM,4:29:00 PM,51,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Writing Script,12/5/2023,4:58:00 PM,5:08:00 PM,10,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Writing Script,12/5/2023,5:31:00 PM,5:58:00 PM,27,Grand Theft Auto V,Review,Franklins Intro
Video Games,Soulsborne Games,Editing Video,12/5/2023,10:33:00 PM,10:53:00 PM,20,Elden Ring,Playthrough,Intro
Video Games,Soulsborne Games,Pictures,12/5/2023,10:55:00 PM,11:30:00 PM,35,Elden Ring,Playthrough,Intro
Video Games,Soulsborne Games,Video Notes,12/6/2023,7:37:00 AM,7:43:00 AM,6,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,GTA Series,Writing Script,12/6/2023,10:01:00 AM,10:27:00 AM,26,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Writing Script,12/6/2023,10:31:00 AM,10:51:00 AM,20,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Audio,12/6/2023,10:55:00 AM,11:02:00 AM,7,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Writing Script,12/6/2023,1:21:00 PM,1:54:00 PM,33,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/6/2023,1:55:00 PM,2:10:00 PM,15,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Writing Script,12/6/2023,3:13:00 PM,3:19:00 PM,6,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Audio,12/6/2023,3:35:00 PM,3:53:00 PM,18,Grand Theft Auto V,Review,Franklins Intro
Video Games,Soulsborne Games,Video Notes,12/6/2023,3:54:00 PM,3:58:00 PM,4,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,GTA Series,Editing Video,12/6/2023,5:07:00 PM,5:24:00 PM,17,Grand Theft Auto V,Review,Franklins Intro
Video Games,Soulsborne Games,Pictures,12/7/2023,1:45:00 PM,1:50:00 PM,5,Elden Ring,Playthrough,Intro
Video Games,Soulsborne Games,Video Notes,12/7/2023,1:53:00 PM,1:56:00 PM,3,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,Soulsborne Games,Video Notes,12/7/2023,2:00:00 PM,2:18:00 PM,18,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,GTA Series,Editing Video,12/7/2023,8:56:00 PM,9:20:00 PM,24,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/8/2023,3:31:00 PM,3:47:00 PM,16,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/8/2023,4:37:00 PM,4:56:00 PM,19,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/8/2023,5:01:00 PM,5:09:00 PM,8,Grand Theft Auto V,Review,Prologue
Video Games,GTA Series,Pictures,12/8/2023,5:12:00 PM,5:40:00 PM,28,Grand Theft Auto V,Review,Prologue
Video Games,GTA Series,Uploading Video,12/8/2023,5:40:00 PM,5:43:00 PM,3,Grand Theft Auto V,Review,Prologue
Video Games,GTA Series,Pictures,12/9/2023,9:53:00 AM,9:57:00 AM,4,Grand Theft Auto V,Review,Prologue
Video Games,Soulsborne Games,Video Notes,12/9/2023,10:01:00 AM,10:17:00 AM,16,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,GTA Series,Uploading Video,12/9/2023,11:48:00 AM,11:56:00 AM,8,Grand Theft Auto V,Review,Prologue
Video Games,Soulsborne Games,Video Notes,12/9/2023,5:16:00 PM,5:22:00 PM,6,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,GTA Series,Editing Video,12/9/2023,9:14:00 PM,9:31:00 PM,17,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/9/2023,9:57:00 PM,10:19:00 PM,22,Grand Theft Auto V,Review,Franklins Intro
Video Games,Soulsborne Games,Video Notes,12/9/2023,10:30:00 PM,10:45:00 PM,15,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,GTA Series,Uploading Video,12/10/2023,1:35:00 PM,1:42:00 PM,7,Grand Theft Auto V,Review,Prologue
Video Games,GTA Series,Editing Video,12/10/2023,1:43:00 PM,2:28:00 PM,45,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Video,12/10/2023,2:31:00 PM,3:38:00 PM,67,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Video Notes,12/11/2023,10:37:00 AM,10:41:00 AM,4,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Audio,12/11/2023,10:43:00 AM,10:51:00 AM,8,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Vide0,12/11/2023,10:51:00 AM,11:07:00 AM,16,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Video,12/12/2023,1:34:00 PM,2:10:00 PM,36,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Writing Script,12/12/2023,2:11:00 PM,2:26:00 PM,15,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Writing Script,12/12/2023,2:28:00 PM,4:03:00 PM,95,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Pictures,12/13/2023,9:40:00 AM,9:52:00 AM,12,Grand Theft Auto V,Review,Prologue
Video Games,GTA Series,Recording Audio,12/13/2023,9:59:00 AM,10:57:00 AM,58,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Audio,12/13/2023,1:16:00 PM,1:34:00 PM,18,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/13/2023,1:39:00 PM,3:13:00 PM,94,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/14/2023,2:13:00 PM,2:34:00 PM,21,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/14/2023,2:35:00 PM,3:48:00 PM,73,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/14/2023,4:04:00 PM,4:15:00 PM,11,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/14/2023,4:21:00 PM,4:34:00 PM,13,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/14/2023,4:46:00 PM,5:17:00 PM,31,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/15/2023,11:20:00 AM,11:37:00 AM,17,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Video,12/15/2023,11:49:00 AM,12:14:00 PM,25,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Video,12/15/2023,2:18:00 PM,2:25:00 PM,7,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Video,12/15/2023,2:45:00 PM,3:03:00 PM,18,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Video,12/15/2023,3:09:00 PM,3:44:00 PM,35,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Recording Video,12/15/2023,3:50:00 PM,4:46:00 PM,56,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/15/2023,8:43:00 PM,8:57:00 PM,14,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/15/2023,11:29:00 PM,12:36:00 AM,-1373,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/16/2023,9:32:00 AM,9:39:00 AM,7,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/16/2023,10:32:00 PM,11:22:00 PM,50,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/17/2023,7:58:00 AM,8:11:00 AM,13,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/17/2023,11:07:00 AM,12:25:00 PM,78,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/18/2023,1:52:00 PM,3:03:00 PM,71,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/18/2023,4:31:00 PM,4:58:00 PM,27,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/18/2023,5:07:00 PM,6:08:00 PM,61,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/19/2023,9:14:00 AM,9:50:00 AM,36,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/19/2023,1:09:00 PM,2:09:00 PM,60,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Editing Video,12/19/2023,2:36:00 PM,3:51:00 PM,75,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Pictures,12/19/2023,3:54:00 PM,4:29:00 PM,35,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Uploading Video,12/19/2023,4:29:00 PM,4:33:00 PM,4,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Uploading Video,12/19/2023,9:07:00 PM,9:21:00 PM,14,Grand Theft Auto V,Review,Franklins Intro
Video Games,GTA Series,Uploading Video,12/19/2023,9:29:00 PM,9:50:00 PM,21,Grand Theft Auto V,Review,Franklins Intro
Video Games,The Witcher Series,Video Notes,12/20/2023,11:41:00 AM,12:10:00 PM,29,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Video Notes,12/20/2023,1:23:00 PM,2:19:00 PM,56,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Video Notes,12/20/2023,2:28:00 PM,2:44:00 PM,16,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Writing Script,12/20/2023,3:19:00 PM,3:28:00 PM,9,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Pictures,12/20/2023,3:49:00 PM,3:58:00 PM,9,The Witcher 3,Review,Towerful of Mice
Video Games,The Witcher Series,Writing Script,12/21/2023,12:48:00 PM,1:50:00 PM,62,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Writing Script,12/21/2023,3:03:00 PM,3:39:00 PM,36,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Writing Script,12/21/2023,4:27:00 PM,5:17:00 PM,50,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Writing Script,12/21/2023,11:06:00 PM,11:11:00 PM,5,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Writing Script,12/21/2023,11:12:00 PM,11:28:00 PM,16,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Recording Audio,12/21/2023,11:28:00 PM,12:03:00 AM,-1405,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Recording Audio,12/22/2023,9:48:00 AM,11:10:00 AM,82,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/22/2023,11:50:00 AM,12:34:00 PM,44,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/22/2023,2:40:00 PM,3:57:00 PM,77,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/22/2023,4:51:00 PM,5:52:00 PM,61,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/22/2023,11:26:00 PM,12:48:00 AM,-1358,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Recording Video,12/23/2023,10:12:00 AM,10:40:00 AM,28,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Recording Video,12/23/2023,12:23:00 PM,12:42:00 PM,19,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Recording Video,12/23/2023,3:56:00 PM,4:47:00 PM,51,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/23/2023,6:41:00 PM,6:48:00 PM,7,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Recording Video,12/23/2023,8:15:00 PM,8:33:00 PM,18,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Recording Video,12/23/2023,8:36:00 PM,8:41:00 PM,5,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/24/2023,10:29:00 AM,10:54:00 AM,25,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/24/2023,11:26:00 AM,11:50:00 AM,24,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/24/2023,2:44:00 PM,3:08:00 PM,24,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/24/2023,3:29:00 PM,3:40:00 PM,11,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/24/2023,9:16:00 PM,11:24:00 PM,128,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/25/2023,4:40:00 PM,4:45:00 PM,5,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/25/2023,6:44:00 PM,6:52:00 PM,8,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/25/2023,8:37:00 PM,9:05:00 PM,28,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Watching and Editing,12/25/2023,9:05:00 PM,9:07:00 PM,2,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/25/2023,9:07:00 PM,9:13:00 PM,6,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Watching and Editing,12/25/2023,9:13:00 PM,9:22:00 PM,9,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Editing Video,12/25/2023,9:22:00 PM,9:41:00 PM,19,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Watching and Editing,12/25/2023,9:41:00 PM,10:04:00 PM,23,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Pictures,12/25/2023,10:44:00 PM,11:14:00 PM,30,The Witcher 3,Review,Pyres of Novigrad
Video Games,The Witcher Series,Uploading Video,12/25/2023,11:18:00 PM,11:33:00 PM,15,The Witcher 3,Review,Pyres of Novigrad
Video Games,GTA Series,Video Notes,12/26/2023,3:07:00 PM,4:04:00 PM,57,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/27/2023,11:16:00 AM,12:08:00 PM,52,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Audio,12/27/2023,12:09:00 PM,12:26:00 PM,17,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Video Notes,12/27/2023,1:49:00 PM,3:02:00 PM,73,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/27/2023,8:49:00 PM,9:05:00 PM,16,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/27/2023,11:48:00 PM,12:27:00 AM,-1401,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/28/2023,10:02:00 AM,10:25:00 AM,23,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/28/2023,11:22:00 AM,11:48:00 AM,26,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/28/2023,2:06:00 PM,3:17:00 PM,71,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Audio,12/28/2023,4:03:00 PM,5:14:00 PM,71,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,Soulsborne Games,Video Notes,12/28/2023,5:42:00 PM,5:50:00 PM,8,Elden Ring,Playthrough,Intro
Video Games,GTA Series,Editing Video,12/28/2023,10:08:00 PM,10:12:00 PM,4,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,12/28/2023,10:18:00 PM,10:21:00 PM,3,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,12/28/2023,10:28:00 PM,10:31:00 PM,3,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,12/28/2023,10:37:00 PM,10:41:00 PM,4,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,12/28/2023,10:45:00 PM,10:47:00 PM,2,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,12/28/2023,11:11:00 PM,11:25:00 PM,14,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/29/2023,11:23:00 AM,11:30:00 AM,7,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/29/2023,11:36:00 AM,11:48:00 AM,12,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/29/2023,11:55:00 AM,12:16:00 PM,21,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,12/29/2023,2:15:00 PM,2:44:00 PM,29,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Audio,12/29/2023,2:55:00 PM,3:15:00 PM,20,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,12/30/2023,7:49:00 AM,8:53:00 AM,64,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/2/2024,11:28:00 AM,11:50:00 AM,22,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,Soulsborne Games,Video Notes,1/4/2024,1:33:00 PM,2:15:00 PM,42,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,Soulsborne Games,Video Notes,1/4/2024,4:01:00 PM,4:16:00 PM,15,Elden Ring,Playthrough,Limgrave Dungeons
Video Games,Soulsborne Games,Video Notes,1/5/2024,12:09:00 PM,12:23:00 PM,14,Elden Ring,Playthrough,Lake Agheel
Video Games,Soulsborne Games,Video Notes,1/6/2024,1:35:00 PM,1:42:00 PM,7,Elden Ring,Playthrough,Lake Agheel
Video Games,Soulsborne Games,Video Notes,1/6/2024,1:46:00 PM,1:52:00 PM,6,Elden Ring,Playthrough,Lake Agheel
Video Games,Soulsborne Games,Video Notes,1/6/2024,2:16:00 PM,3:05:00 PM,49,Elden Ring,Playthrough,Lake Agheel
Video Games,GTA Series,Writing Script,1/6/2024,4:23:00 PM,4:30:00 PM,7,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,Soulsborne Games,Video Notes,1/6/2024,5:29:00 PM,5:39:00 PM,10,Elden Ring,Playthrough,Lake Agheel
Video Games,Soulsborne Games,Video Notes,1/7/2024,9:08:00 AM,9:36:00 AM,28,Elden Ring,Playthrough,Lake Agheel
Video Games,Soulsborne Games,Video Notes,1/7/2024,5:26:00 PM,5:40:00 PM,14,Elden Ring,Playthrough,Fringefolk
Video Games,Soulsborne Games,Video Notes,1/7/2024,11:24:00 PM,11:34:00 PM,10,Elden Ring,Playthrough,Fringefolk
Video Games,Soulsborne Games,Video Notes,1/7/2024,11:45:00 PM,11:48:00 PM,3,Elden Ring,Playthrough,Fringefolk
Video Games,GTA Series,Writing Script,1/8/2024,10:36:00 AM,11:11:00 AM,35,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Audio,1/8/2024,11:12:00 AM,11:29:00 AM,17,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,Soulsborne Games,Video Notes,1/8/2024,12:09:00 PM,12:26:00 PM,17,Elden Ring,Playthrough,Fringefolk
Video Games,GTA Series,Editing Video,1/8/2024,1:19:00 PM,2:47:00 PM,88,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/8/2024,3:25:00 PM,4:24:00 PM,59,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Writing Script,1/8/2024,10:20:00 PM,10:39:00 PM,19,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Audio,1/8/2024,10:41:00 PM,11:05:00 PM,24,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Video,1/8/2024,11:10:00 PM,12:02:00 AM,-1388,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/9/2024,10:31:00 AM,11:55:00 AM,84,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/9/2024,1:26:00 PM,1:38:00 PM,12,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Video,1/9/2024,1:43:00 PM,1:59:00 PM,16,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Video,1/9/2024,2:26:00 PM,3:48:00 PM,82,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Recording Video,1/9/2024,4:42:00 PM,6:20:00 PM,98,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,Soulsborne Games,Video Notes,1/9/2024,7:35:00 PM,7:43:00 PM,8,Elden Ring,Playthrough,Fringefolk
Video Games,Soulsborne Games,Video Notes,1/9/2024,8:29:00 PM,8:38:00 PM,9,Elden Ring,Playthrough,Fringefolk
Video Games,GTA Series,Editing Video,1/9/2024,10:33:00 PM,11:15:00 PM,42,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/10/2024,10:35:00 AM,11:38:00 AM,63,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/10/2024,11:51:00 AM,12:48:00 PM,57,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,The Witcher Series,Video Notes,1/10/2024,3:29:00 PM,4:26:00 PM,57,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Pictures,1/10/2024,4:27:00 PM,4:47:00 PM,20,The Witcher 3,Review,High Stakes
Video Games,GTA Series,Editing Video,1/10/2024,8:58:00 PM,10:48:00 PM,110,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/11/2024,11:04:00 AM,12:15:00 PM,71,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/11/2024,1:57:00 PM,3:13:00 PM,76,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/11/2024,4:15:00 PM,5:07:00 PM,52,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/11/2024,10:15:00 PM,11:05:00 PM,50,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Pictures,1/11/2024,11:07:00 PM,11:35:00 PM,28,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Editing Video,1/11/2024,11:35:00 PM,11:59:00 PM,24,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Pictures,1/11/2024,12:00:00 AM,12:10:00 AM,10,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,GTA Series,Uploading Video,1/11/2024,12:11:00 AM,12:30:00 AM,19,Grand Theft Auto V,Review,Michael and Franklin Working Together
Video Games,The Witcher Series,Writing Script,1/13/2024,10:10:00 AM,10:24:00 AM,14,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Writing Script,1/13/2024,10:39:00 AM,11:22:00 AM,43,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Writing Script,1/13/2024,2:39:00 PM,3:20:00 PM,41,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Writing Script,1/13/2024,3:24:00 PM,3:30:00 PM,6,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/13/2024,9:03:00 PM,9:06:00 PM,3,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/13/2024,9:10:00 PM,9:12:00 PM,2,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/13/2024,9:13:00 PM,9:17:00 PM,4,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/13/2024,9:18:00 PM,9:29:00 PM,11,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/13/2024,9:32:00 PM,9:40:00 PM,8,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/13/2024,9:46:00 PM,9:49:00 PM,3,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/13/2024,9:52:00 PM,10:00:00 PM,8,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/13/2024,10:16:00 PM,10:22:00 PM,6,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/13/2024,10:23:00 PM,10:24:00 PM,1,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/14/2024,12:16:00 PM,12:36:00 PM,20,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Writing Script,1/14/2024,12:36:00 PM,12:49:00 PM,13,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/14/2024,12:49:00 PM,12:57:00 PM,8,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Writing Script,1/14/2024,12:58:00 PM,1:08:00 PM,10,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/14/2024,1:08:00 PM,1:18:00 PM,10,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Writing Script,1/14/2024,1:18:00 PM,1:35:00 PM,17,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Audio,1/14/2024,1:35:00 PM,1:46:00 PM,11,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/14/2024,4:00:00 PM,4:15:00 PM,15,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/14/2024,9:06:00 PM,9:50:00 PM,44,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Video,1/16/2024,4:24:00 PM,4:39:00 PM,15,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Video,1/16/2024,4:49:00 PM,5:03:00 PM,14,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Recording Video,1/16/2024,9:10:00 PM,10:06:00 PM,56,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/16/2024,10:06:00 PM,10:29:00 PM,23,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/17/2024,1:44:00 PM,2:11:00 PM,27,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/17/2024,9:52:00 PM,10:45:00 PM,53,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/18/2024,12:36:00 PM,1:12:00 PM,36,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/18/2024,1:38:00 PM,3:47:00 PM,129,The Witcher 3,Review,High Stakes
Video Games,The Witcher Series,Editing Video,1/18/2024,4:25:00 PM,5:30:00 PM,65,The Witcher 3,Review,High Stakes
